,song,contains_similar,similar_word_counts
131,Never Let Me Down Again,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
132,New Dress,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
133,New Life,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
134,No Disco,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
135,Nothing,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
136,Nothing's Impossible,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
137,Only When I Lose Myself,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
138,Peace,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
139,Perfect,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
140,Photographic,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
141,Pipeline,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
142,Policy Of Truth,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
143,Precious,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
144,Puppets,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
145,Shake The Disease,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
146,Shame,True,"{'hatred': 0, 'shame': 2, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
147,Should Be Higher,True,"{'hatred': 0, 'shame': 1, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 2, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
148,Shouldn't Have Done That,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
149,Shout,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
150,Strangelove,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
151,Stripped,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
152,The Child Inside,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
153,The Darkest Star,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
154,The Dead Of Night,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
155,The Meaning Of Love,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
156,The Price Of Love,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
157,The Sun And The Moon And The Stars,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
158,To Have And To Hold,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
159,Told You So,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
160,Tomorrow's Dance,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
161,Tora! Tora! Tora!,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
162,Useless [The Kruder And Dorfmeister Session],False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
163,Waiting For The Night,True,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 1, '?': 0, 'hate': 0}"
164,Walking In My Shoes,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
165,Welcome To My World,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
166,Wrong,False,"{'hatred': 0, 'shame': 0, 'racist': 0, 'anyone': 0, 'bigotry': 0, 'racism': 0, 'afraid': 0, 'anybody': 0, 'fear': 0, '?': 0, 'hate': 0}"
